g band,r band,age [Gyr]
-7.8568716,-8.791383,7.172083345948671
-8.333881,-9.104107,6.348727076676695
-7.955231,-8.726336,6.406012063059678
-8.331775,-9.110114,7.259750914744737
-8.587491,-9.4073,7.242518949778925
-8.368947,-9.248708,7.233074816091983
-8.946306,-9.7187605,6.481407702128353
-8.29151,-9.066956,6.651541878888847
-7.947456,-8.711056,5.837607168085802
-8.47433,-9.228868,5.338537211836204
-7.967416,-8.801952,9.489355458882187
-8.470485,-9.216387,4.932342207033916
-8.880973,-9.624147,4.823731791286393
-8.192377,-8.97712,7.177087534406058
-8.186428,-8.958624,6.4668709968284475
-8.408193,-9.193022,7.181678968285175
-7.7862062,-8.697065,6.1408731135160215
-8.461444,-9.325559,7.2096636287650595
-8.4471245,-9.20133,5.3216159791007005
-7.457956,-8.423617,10.491242505611378
-7.818091,-8.675544,7.243292005631998
-8.343302,-9.081318,6.882681092524162
-8.482787,-9.249509,6.103431453646602
-8.484006,-9.273715,6.8350432642330325
-8.245007,-9.156991,5.793805382850145
-8.214528,-9.027539,7.22997941170596
-8.451323,-9.236346,7.2458955402807526
-8.182873,-8.954275,6.422598828192014
-8.39198,-9.13124,4.674394515475647
-8.024851,-8.905285,7.223375920007435
-8.806002,-9.589299,7.093601414824621
-8.047549,-8.857118,8.594272579325347
-8.491343,-9.273735,7.039431044497995
-8.623175,-9.370684,5.003387985136127
-8.476831,-9.221385,4.877432802264087
-8.874128,-9.613231,4.664258204966917
-7.897582,-8.6704445,6.504408143891427
-8.352496,-9.135145,7.05475348517279
-8.453082,-9.236603,7.107007425551771
-8.346493,-9.153651,8.442705532429535
-8.174688,-8.954314,6.87775846739775
-8.5094385,-9.289649,6.910635392715404
-8.332835,-9.203147,6.798806631915789
-8.205909,-9.130971,7.187004511543086
-8.555386,-9.336309,6.952486968521066
-7.7886195,-8.661945,7.216767240235491
-8.445918,-9.314648,7.217664575917563
-8.448365,-9.214393,6.034070591984808
-7.877507,-8.711039,10.449917078797451
-7.7336802,-8.542999,8.578461717363524
-7.966692,-8.782222,7.239915352320773
-8.392964,-9.2654295,5.41146728544887
-8.242151,-9.054783,7.244349453114598
-8.39029,-9.174268,7.1345812909788515
-8.231554,-9.00436,6.5012266667652545
-8.207483,-8.989353,7.008371962735861
-8.121936,-8.892774,6.38939765133069
-8.630605,-9.520058,6.743490420931128
-8.515027,-9.255486,4.719612133967431
-8.164144,-8.947906,7.121548983636211
-8.416367,-9.179191,5.79153540308778
-8.557453,-9.311261,5.301515333496898
-8.393731,-9.174022,6.915370578060677
-8.462368,-9.24573,7.09749272905969
-8.248792,-9.093421,7.2331569162102864
-8.145906,-8.931051,7.198627775749153
-8.750082,-9.5773115,7.237961645253945
-7.792916,-8.692414,8.57165368669052
-8.400531,-9.333767,7.169374878565675
-8.382688,-9.137978,5.377017104867027
-8.352466,-9.235482,7.105518677145097
-7.793099,-8.698932,6.372038100661347
-8.465531,-9.2114105,4.9313271990705285
-8.027794,-8.794981,6.150395629137654
-8.448786,-9.339597,7.045930006725822
-8.210241,-8.973474,5.815728098809993
-8.236702,-9.005821,6.27593319868563
-8.627598,-9.399986,6.477686830289751
-8.831697,-9.573586,4.774131486920572
-8.740349,-9.487695,4.99611865707068
-8.169012,-9.092279,6.429189869107626
-8.546357,-9.328911,7.049094290347976
-8.125386,-8.889452,5.865459994665939
-8.561378,-9.319433,6.880984419343791
