g band,r band,age [Gyr]
-7.7574873,-8.699303,10.490172822068843
-7.656579,-8.561682,11.536556151432686
-8.351792,-9.210841,8.688140716284128
-8.024144,-8.796406,6.470596685383718
-8.115196,-8.949303,10.510351052069177
-8.228068,-9.118203,5.769944128723873
-7.908672,-8.72497,11.453336640360686
-8.457396,-9.218431,5.6867983626995
-8.2984495,-9.054035,6.89048294743951
-7.624905,-8.42594,8.518275171717796
-8.108925,-9.0548315,10.278593312860846
-7.8471794,-8.720636,7.217420203998873
-8.3039,-9.159624,6.715879947647056
-8.396704,-9.230719,7.085812678912756
-7.833116,-8.653507,8.702410688444907
-7.751046,-8.584911,10.4849536510518
-8.066175,-8.805334,4.520947771544607
-8.077978,-9.003291,10.029457150774157
-7.6499014,-8.535301,11.401202204541134
-7.901824,-8.796886,8.48936067488423
-8.011098,-8.823078,10.45874248914482
-8.38652,-9.263805,5.176646367884386
-8.558047,-9.292219,11.851074421002883
-7.922474,-8.749671,9.859730618205335
-7.4926505,-8.420078,6.532290067615198
-8.482273,-9.292349,8.626572508731105
-7.8738427,-8.751722,8.754045877424804
-8.663565,-9.444817,6.97182687743416
-8.360799,-9.220319,10.047537482060564
-8.212849,-9.046835,10.497697894863753
-8.065872,-8.95275,9.10925392385032
-7.737728,-8.602729,10.466469061062128
-8.05906,-8.892623,10.453229039385977
-7.783017,-8.724238,8.769852192543526
-8.352401,-9.181969,10.068130858458995
-8.75308,-9.465914,8.80444811012153
-8.136222,-8.991463,8.540279143708164
-8.589112,-9.37619,10.20841473006761
-8.239991,-9.028313,8.329022642914138
-8.226765,-9.0004835,6.552884177878698
-7.8537655,-8.776697,10.119255464724544
-7.420848,-8.345868,11.363031807083589
-8.819369,-9.601475,11.399366624909657
-7.406158,-8.361855,10.495417303809782
-8.070206,-8.9092245,7.181596839892559
-8.036365,-8.868307,10.292173258132628
-8.232865,-9.028288,10.070124433738618
-8.238338,-9.067374,4.976107725397677
-8.475999,-9.25689,6.950635027604885
-8.270067,-9.082947,11.089575698615581
-8.135603,-9.026756,11.356234862892716
-8.125286,-9.013002,8.746322906839906
-8.421029,-9.254462,11.614512045998076
-7.7615128,-8.648012,8.744489246880923
-7.859673,-8.673605,8.86949335770408
-8.504128,-9.283337,6.854809875528173
-7.349518,-8.244817,10.584190570528195
-8.280479,-9.090302,11.631688545324854
-8.25781,-9.05061,12.037856569362383
-8.101167,-8.988218,10.512920848228053
-8.340813,-9.174479,10.463955499496652
-8.244235,-9.075526,10.324230276818286
-7.9789796,-8.914673,10.364332000644664
-8.659688,-9.422056,5.7646357177512115
-8.629864,-9.469498,4.840497584257568
-8.156661,-8.929736,6.516417411417805
-7.71204,-8.65223,10.309548292139757
-8.564903,-9.384519,11.009123888323288
-8.214207,-8.991519,6.751585199177647
-9.315613,-10.054717,4.658254533751897
-7.9529715,-8.782531,10.067333090188704
-8.372909,-9.192529,9.245611600335177
-8.454548,-9.218342,7.02040761334569
-8.216784,-8.972637,5.405992846355069
-8.437172,-9.327204,8.759668042423812
-7.8052235,-8.640634,10.648812449235782
-7.6008267,-8.4903145,11.251642648953155
-8.185802,-9.025985,9.929809010268544
-8.651169,-9.355563,11.514648979113003
-9.032385,-9.799764,6.163200986735547
-9.2321,-9.972509,4.717756841749683
-8.454583,-9.26875,8.884536401196168
-8.817911,-9.673542,6.4288334880287
-8.075885,-8.938578,8.717830654994566
-8.374846,-9.2412,8.546106327590854
-7.9559407,-8.788777,11.823474788755185
-7.946043,-8.861978,10.57411141828312
-8.401975,-9.318393,6.876570879395931
-7.652107,-8.486042,10.49233384918894
-7.820961,-8.706794,8.435814690266593
-7.844703,-8.78858,11.219487652776241
-8.165906,-8.975789,8.614262798930643
-8.088813,-8.865736,7.594834939609739
-8.435957,-9.344594,8.724342198832069
-8.412381,-9.2758255,9.326943473584047
-8.191511,-9.041802,10.325536789211633
-8.1243515,-8.89139,6.13537517912329
-8.32008,-9.167386,5.912725084578633
-8.131041,-8.999382,10.344892633249362
-7.8953104,-8.66982,6.597966502205076
-8.111509,-8.921703,8.634053315134729
-7.897045,-8.728982,10.29160830775215
-7.559475,-8.467397,10.103868078901078
-8.2476845,-9.148298,8.746584917789667
-8.567411,-9.340886,6.538983341187227
-8.389037,-9.189871,7.2485381172493355
-8.463637,-9.284528,9.337516955840266
-8.690014,-9.460618,6.373829519846876
-8.613583,-9.40951,7.257964590182542
-8.09425,-8.861244,6.13097558284054
-8.294331,-9.058702,8.821797347991605
-8.239337,-9.077109,7.200100051554364
-8.429933,-9.253561,9.561162210490316
-8.161011,-8.972075,8.742654532900499
-8.473975,-9.2808695,10.280104544347623
-8.044823,-8.919289,8.570304450392072
-8.58227,-9.42237,7.034762670006064
-8.398776,-9.218697,11.242455405768148
-8.537358,-9.319185,7.00586180778222
-8.6485,-9.484147,6.9496248729503085
-8.357945,-9.10768,5.103535653670852
-8.043501,-8.948904,8.561934059251495
-7.7293944,-8.64026,10.570454635324872
-8.006816,-8.766374,5.604199974127182
-8.335864,-9.176563,5.951956779302403
-8.405343,-9.316535,6.892517335042053
-8.18767,-9.022257,10.561208950706927
-7.800063,-8.718441,10.294619943159722
-8.527605,-9.309931,7.223457048216986
-8.416032,-9.216185,8.775849776840245
-8.064357,-8.917316,8.713221882603246
-8.152503,-9.036244,7.120063288564901
-8.796144,-9.550558,5.332243841886436
-8.480558,-9.299774,9.216606399291244
-8.259287,-9.07205,8.795363714802871
-9.100702,-9.840534,4.6958864100549125
-7.8086314,-8.660221,11.427278621707163
-8.051675,-8.915219,5.847401473863184
-8.368081,-9.166226,8.769852192543526
-7.694508,-8.618777,11.132304749602138
-8.144136,-8.914835,6.380095647841758
-7.5477347,-8.356689,9.206981904547655
-8.067714,-9.019109,10.494738484525906
-8.786231,-9.5302105,4.854997921910238
-8.061768,-8.959645,10.506449128144432
-8.869485,-9.625513,6.854469146943758
-8.249393,-9.158357,5.628408275126986
-8.417894,-9.257073,4.880081832662533
-9.045572,-9.7873,4.767970565768048
-7.7903705,-8.624154,10.476327780893198
-7.6207614,-8.551084,10.288123221080795
-8.189687,-8.959531,6.323561144857796
-7.6228313,-8.522448,10.542729754525839
-8.488976,-9.366563,4.990058306290269
-8.11951,-8.928046,8.529015363696347
-8.981144,-9.740462,7.4819205685988885
-8.543707,-9.3625765,9.191787072443102
-8.989,-9.735322,4.95079764584694
-8.221305,-8.994155,6.503701147532637
-8.527863,-9.406896,5.0050030758681565
-7.872337,-8.764014,8.618814707146948
-8.076267,-9.014048,10.586532179358954
-8.562015,-9.3733225,8.705708832382776
-7.7290874,-8.622988,10.526710472678266
-8.050746,-8.879641,10.51708086207443
-8.359832,-9.196589,10.84756210235156
-7.9520187,-8.827806,8.751690620214958
-9.077442,-9.847781,6.3562642542971375
-8.502709,-9.237259,4.999350439189584
-8.289841,-9.065406,6.868416271049607
-8.306073,-9.063226,5.474631962713477
-8.419148,-9.284968,8.7161191581336
-8.114824,-8.891417,10.508577912025828
-8.463628,-9.23007,7.249513434341817
-8.290441,-9.100821,11.941056156167285
-7.642412,-8.455931,11.336945178724221
-7.9101305,-8.800479,8.555310390139052
-7.2590322,-8.216471,10.52970854198719
-8.173084,-9.065576,6.884377757973538
-8.125479,-8.929535,11.718816615314969
-8.444491,-9.268883,8.797052045158813
-8.250334,-9.142952,8.487036092254561
-8.57661,-9.407414,9.689346302013284
-8.146721,-9.00857,8.621892259851684
-8.526879,-9.337897,8.780148551182483
-8.365477,-9.107777,4.789932794255286
-7.260165,-8.094022,10.484083224083072
-8.321707,-9.162925,8.778976172248022
-7.538175,-8.395766,10.51221210978466
-8.717532,-9.502893,7.255202972342698
-8.673592,-9.483234,8.598974131324496
-8.449622,-9.290534,6.460837498026887
-8.1741905,-8.9913845,9.079479543935252
-8.528431,-9.29558,12.458419840009162
-8.063643,-8.892185,11.347679682185154
-7.664198,-8.482287,11.727475646501738
-8.362744,-9.104721,12.026179188418554
-7.6772776,-8.484201,8.617878215071128
-7.821905,-8.689282,6.717262739097663
-7.960146,-8.738076,6.604964753405769
-7.2736273,-8.20713,11.297786308139239
-8.015474,-8.853817,11.044393344916333
-8.164891,-8.967075,8.679668182635531
-7.818778,-8.730837,8.450688843346835
-7.9153547,-8.810375,8.777022270263707
-8.124972,-8.899288,11.87998561476308
-7.700978,-8.602204,11.086920184436277
-8.358841,-9.149363,8.59373475593455
-8.315445,-9.091373,6.677261217045323
-8.836561,-9.583493,6.684026449677657
-8.082382,-8.872026,11.772027832588376
-8.110242,-8.949741,7.108992078687741
-7.7872086,-8.723536,8.5197717940375
-8.318901,-9.176219,7.005694463182226
-8.628239,-9.436972,8.541363529124549
-8.493394,-9.310698,9.086630952408223
-8.208792,-9.026906,9.139593767127174
-8.045774,-8.950258,8.580010861060153
-7.5665154,-8.468931,10.567840636416802
-8.233517,-9.060394,9.833442165905245
-7.8811564,-8.710286,8.555175073966348
-8.225238,-8.990231,5.932171988994847
-8.441721,-9.250971,8.574081039387416
-7.7384253,-8.665018,10.497564418464139
-8.349668,-9.186434,10.848842171767256
-7.9071717,-8.810741,10.411572099900045
-8.259738,-9.081475,8.770764992284043
-8.538378,-9.28292,4.8770250471711325
-8.379523,-9.216007,4.921987412738506
-7.7420607,-8.561644,11.280938588857008
-7.8230996,-8.769379,10.094567250830881
-7.8539567,-8.682632,8.752999487278494
-8.288819,-9.029088,4.7123951094792424
-7.814377,-8.646413,8.401525686518063
-8.044431,-8.888648,9.064406079939255
-7.519472,-8.455811,10.31057890042358
-8.44047,-9.2503395,7.237106462314854
-7.626557,-8.480582,8.68496471677026
-8.164214,-9.043368,8.524259391022841
-8.827414,-9.567267,4.6967118230856695
-8.725137,-9.466588,10.608569074883984
-8.691631,-9.5373125,4.81390824775537
-8.393564,-9.19994,8.394034877898395
-7.4508305,-8.257814,8.4318147908225
-8.681882,-9.4900675,8.506970821717744
-7.9181633,-8.832063,10.232206195070418
-8.137336,-8.977175,8.879163969656066
-7.3903093,-8.266275,8.574081039387416
-8.186375,-9.085527,8.556392423523004
-8.313726,-9.1212,8.462370566339692
-7.1260557,-8.080291,11.025455421199776
-7.6728477,-8.607576,8.717830654994566
-8.335222,-9.178273,6.589212364273331
-7.8294644,-8.734192,8.551522306316155
-8.110519,-9.002059,8.250588025373213
-8.5619955,-9.339851,6.780976811680925
-7.9044404,-8.750539,11.415317865272797
-7.274325,-8.219847,10.496496557985605
-8.130136,-8.970877,7.24760286184572
-7.996094,-8.891464,8.637389532477814
-8.031446,-8.860846,10.052845885425844
-8.734706,-9.545237,8.65550773250899
-7.9756165,-8.725411,10.43328770341617
-7.690156,-8.535654,11.191920345080586
-8.687386,-9.468706,6.975857360102315
-8.358595,-9.165606,8.433470151971758
-7.8118005,-8.730821,8.501379397033507
-7.398806,-8.267041,11.422800010181376
-8.181502,-9.061449,10.286898053622679
-8.526983,-9.308689,6.998663927976759
-8.434326,-9.24263,5.83798385719034
-8.120045,-9.010841,9.689346302013284
-8.237618,-9.1184635,8.893478534768509
-8.229206,-9.130386,6.5811516315957865
-7.9228396,-8.701612,6.8309484493904575
-8.27171,-9.160858,8.555310390139052
-7.879338,-8.768764,10.471043413321205
-7.763225,-8.678854,8.723224434287644
-8.928457,-9.683311,5.354650545573758
-8.509777,-9.313581,6.106004883348019
-8.115071,-9.012669,9.4752278282987
-7.61009,-8.523059,8.726379678444948
-7.9287586,-8.708772,10.53596136922885
-8.262711,-9.004947,10.501476404233447
-8.055761,-8.853609,7.178973597394079
-8.125716,-8.933302,8.469368926083554
-7.705608,-8.596189,5.82327728925725
-8.632939,-9.3947315,5.730825220685251
-7.839101,-8.703796,8.748811212695765
-8.437915,-9.191364,5.283357971734237
-8.481205,-9.262289,6.961909948513837
-8.601939,-9.403875,10.919206949579785
-7.99585,-8.822715,8.778846010834718
-7.619019,-8.566357,9.78763712551923
-8.256567,-9.123788,8.580549844359236
-8.026588,-8.95397,6.636390548291515
-8.122252,-9.004013,5.356614584494919
-8.441903,-9.1872835,4.90999859264763
-8.207441,-9.016784,8.57991003971426
-7.8813667,-8.767441,5.0501388319187885
-8.095773,-8.8761015,11.960986765208133
-8.258836,-9.048104,11.30351453595489
-7.9816904,-8.853887,8.75247604185964
-8.599404,-9.415877,9.03263784768707
-7.903686,-8.847668,10.500498844168888
-7.2834945,-8.225945,9.976569099752306
-7.8314815,-8.724779,8.615200341225622
-8.419388,-9.192432,6.514652826273919
-7.664862,-8.568488,10.60598375800325
-8.184514,-8.991662,8.442016885401568
-8.222711,-9.01809,8.733735351500933
-7.6691513,-8.587997,10.55403919411867
-7.876555,-8.8040905,6.666322039818501
-8.3499155,-9.17309,9.52155471556237
-8.55307,-9.30453,8.75679219408006
-8.663233,-9.45412,8.790946377836926
-8.098847,-8.815468,12.02305242828557
-7.512309,-8.42179,8.585396511550123
-8.507392,-9.314759,8.455707978331098
-7.87767,-8.690444,10.290666821609223
-7.9350476,-8.816345,8.679668182635531
-8.512847,-9.321257,8.864170834795717
-7.6554976,-8.55301,10.452801510789318
-8.456358,-9.351186,5.5660572806497655
-7.865915,-8.750451,9.813991679216109
-8.193334,-9.029263,10.716042625771832
-8.4605,-9.204114,12.268017626180484
-7.973618,-8.777065,11.137237911093381
-8.4092245,-9.148334,4.646656247271277
-8.117412,-8.926367,8.55544570581564
-8.032497,-8.915899,8.696534933005564
-8.253756,-9.065026,10.973115564732733
-8.417134,-9.188507,10.439080596597686
-7.7736545,-8.6335945,8.742261230637004
-8.0113325,-8.939215,8.729795814968952
-8.08005,-8.873974,10.476148795248468
-8.536104,-9.386847,8.708214480964667
-8.276483,-9.1206665,6.617547173001885
-8.484337,-9.262872,6.817968580783879
-8.533466,-9.303491,6.335432740173808
-8.203163,-9.02791,9.659609756863428
-7.672452,-8.514865,11.242455405768148
-8.558415,-9.369007,4.92158128379398
-8.200304,-8.985948,6.171973443096527
-8.293592,-9.075748,11.285057660147226
-7.4944944,-8.433162,10.394764381212603
-8.238707,-9.010687,6.454801138646271
-8.270013,-9.180632,7.059743312432946
-8.75624,-9.49589,4.68907026254657
-8.23069,-8.993213,6.87385302195525
-8.524896,-9.301612,8.340230788319648
-8.358831,-9.183727,10.564875342524983
-8.293507,-9.143824,8.53010198957831
-7.8571243,-8.732209,10.007047898487226
-8.213589,-9.01939,11.31045291808288
-8.413758,-9.1715145,5.506866305272688
-8.223275,-9.009624,8.648320531463161
-7.1451035,-8.109035,10.497720068334985
-8.401387,-9.187048,7.245325776904503
-8.68521,-9.458336,6.519241540746556
-7.9863453,-8.923813,10.521147962876089
-7.9195147,-8.839105,11.375643635232237
-8.138495,-8.944842,7.202552835186986
-7.6409893,-8.52479,11.458207732556474
-7.896629,-8.716961,10.603051668993386
-7.55267,-8.433376,11.528613537671019
-8.038591,-8.84987,10.582281292157832
-7.624291,-8.46315,10.859221159689369
-7.647912,-8.475991,9.933828865225818
-9.030511,-9.8204975,6.112620495252329
-8.415862,-9.148065,12.410759194804942
-8.249128,-9.10879,8.429883050117216
-7.4817896,-8.41854,11.363697196800267
-7.976024,-8.861148,11.55580349956479
-8.016847,-8.839326,8.767242421334494
-7.7705207,-8.596301,11.569523904210266
-7.4128933,-8.375232,10.294619943159722
-7.91657,-8.853641,8.517866904693275
-8.204672,-8.948557,4.8513238420808715
-7.854595,-8.779123,10.497742241768432
-7.4799323,-8.441563,10.502631212541045
-7.7250853,-8.538998,10.65170480175829
-8.207967,-9.041639,8.730846752976408
-7.5481434,-8.43378,11.317779164773002
-7.971889,-8.804523,10.418400904328914
-7.762891,-8.617464,10.254709923796554
-7.9954157,-8.898081,7.102871766406333
-8.571336,-9.433468,5.163891607861951
-8.393064,-9.169468,6.702736507540632
-7.585035,-8.5293,9.939388087729267
-8.685581,-9.525034,7.170605916871513
-8.060178,-8.880006,9.260648255416797
-8.350042,-9.25678,10.304156442109138
-8.010186,-8.828331,5.730825220685251
-8.539787,-9.36162,8.782621901665852
-8.211896,-9.018658,8.418002271548595
-8.572737,-9.406052,5.686989370039731
-8.207205,-9.072115,8.72572257881121
-7.5810685,-8.4145775,10.447549641282125
-8.045147,-8.936336,8.570169667407969
-8.722313,-9.528559,6.687494261562599
-7.887147,-8.805056,6.473256090106467
-8.065385,-8.86238,8.603604872695595
-8.403822,-9.211247,8.459349316522164
-7.9350977,-8.810153,11.393588740386617
-8.635743,-9.554337,7.098403429800874
-8.346155,-9.217404,5.500271025786477
-8.478476,-9.285016,8.404297846527275
-9.223799,-10.002214,5.65409762811081
-8.193256,-8.9462805,5.262009028586357
-7.672203,-8.644686,11.113069434138898
-8.5525675,-9.352165,11.346876326848788
-8.404654,-9.230101,11.304331625512354
-8.870591,-9.644782,6.579749259145798
-7.85095,-8.789634,10.496585694641842
-7.506355,-8.432507,11.203971502264093
-8.3456545,-9.108951,5.819503120335069
-8.654182,-9.440666,5.803260383746424
-8.51879,-9.356647,10.993005394526804
-8.082372,-8.917561,7.2360890322210825
-7.9500957,-8.868886,9.857843107276556
-8.792571,-9.528961,8.68417055131326
-8.220886,-9.085466,8.584589097223507
-7.927774,-8.758402,10.164965100616218
-8.238572,-9.141763,8.727562520026249
-8.382304,-9.265251,7.192409062251374
-8.314541,-9.08731,6.4991047121667
-8.003375,-8.84844,10.294055530243934
-8.386934,-9.248983,8.762280802529645
-8.27522,-9.090917,5.999220515223768
-8.443783,-9.214283,7.25341561106149
-8.043785,-8.960102,6.849190756621593
-8.016738,-8.959131,10.151903408189911
-7.8361883,-8.672316,10.747246777412457
-7.9386873,-8.83516,6.727624813208769
-8.245195,-9.077745,11.735646458533388
-8.545614,-9.34826,8.75443808676737
-8.158583,-8.989957,10.236746285260764
-8.074139,-8.883279,8.567133094971114
-7.8506193,-8.6775255,8.765936981221415
-7.9840107,-8.848518,8.5328176989538
-7.7257633,-8.667357,10.17691611417038
-7.400252,-8.233815,10.453206790787844
-8.239742,-9.039114,9.35602536534526
-8.363548,-9.171307,8.480194695622023
-7.461906,-8.39093,9.055490199466291
-8.3695135,-9.218631,8.504244158810108
-7.9339767,-8.885127,10.528033491885894
-8.020877,-8.851807,10.19376025805756
-7.7611966,-8.640541,11.186088065659574
-8.620456,-9.359614,4.5222023908775775
-8.385639,-9.167627,7.192409062251374
-7.962144,-8.819891,8.67277530880649
-7.947168,-8.738982,8.778976172248022
-7.755385,-8.579723,9.623490324243656
-7.7201905,-8.681948,10.410569517364591
-8.4413805,-9.3387575,6.499459186750006
-7.6281734,-8.546824,9.716073158599691
-7.8881655,-8.805867,8.699506510733933
-8.156223,-8.967027,10.390275319819613
-8.937043,-9.706845,6.076736394841111
-7.4588804,-8.383697,8.540685732144903
-8.759631,-9.5203905,9.570117801951831
-7.6586857,-8.55673,8.373737151280428
-8.10359,-8.914117,8.655241672435448
-8.442067,-9.2149515,11.408531683753464
-8.111304,-9.031946,8.854539039516228
-8.772739,-9.611707,4.796699663240606
-7.69709,-8.5308895,10.478027805264851
-8.110557,-8.927434,9.05883546870879
-7.912481,-8.735692,9.524717507838018
-8.080681,-8.916645,10.488835485662538
-8.297631,-9.1158285,6.506528158629953
-8.599868,-9.441452,6.642314558501481
-8.014856,-8.932607,8.759668042423812
-8.300685,-9.143451,5.598043473071874
-8.175968,-8.994454,10.542817271886449
-8.137518,-8.953868,9.024666593674876
-8.072134,-8.831381,5.5872630293588195
-7.6798363,-8.513323,10.445180473813805
-7.827238,-8.708268,7.016564766721918
-7.7979536,-8.579696,8.596556567373346
-7.3199697,-8.255343,10.15609937839062
-8.127268,-9.008368,11.12532548224349
-8.813144,-9.554008,6.936478838830389
-8.537713,-9.295121,5.488235286084818
-7.8388224,-8.768106,8.491274171197539
-8.771822,-9.5845,7.2382871020868
-7.619338,-8.551028,10.29997833290445
-8.501075,-9.24511,7.355167936459252
-8.133351,-9.059344,6.975689995485133
-7.62744,-8.569336,10.497608765823703
-8.07368,-8.997613,10.358418559479333
-9.016958,-9.799089,7.023915732785103
-8.025829,-8.863118,7.05308920452921
-7.6127706,-8.463655,10.85411581314837
-7.7233953,-8.614788,8.555986485420652
-8.399017,-9.282433,8.494280491444638
-8.41007,-9.131417,7.599815166964044
-8.258336,-9.072219,8.8663518746897
-8.126213,-9.039337,8.627508293069752
-8.116415,-9.030296,6.587810962677487
-8.30386,-9.0781,6.582554005590907
-8.118851,-8.997957,5.697296503548001
-8.3489685,-9.121305,8.764631488270904
-7.8208246,-8.76249,9.991226837520479
-8.527757,-9.289114,5.705497343847494
-8.875187,-9.685765,6.489906074582633
-7.7236347,-8.582826,8.584589097223507
-8.198489,-9.006566,8.500151165865258
-7.33881,-8.255666,7.370081285345849
-8.116892,-8.97416,7.2160331412807555
-8.159071,-9.006136,8.536142213235678
-7.7295537,-8.560114,10.158732022044347
-7.8170705,-8.755285,10.272731105434932
-7.958272,-8.765858,8.469368926083554
-8.046506,-8.961748,8.55612179861781
-8.430023,-9.203691,6.549894426312271
-7.6064305,-8.518456,8.358122827156542
-8.070485,-8.914229,8.598436855901628
-7.7874026,-8.693551,5.6303269723722575
-7.757195,-8.652347,8.688537516661022
-8.206155,-9.032263,10.997576063503205
-8.087728,-8.954526,7.0537545270032
-7.7958145,-8.706926,8.645522881018987
-8.239086,-8.979398,4.714045483178019
-8.330759,-9.123852,12.048687386513663
-8.308411,-9.161679,11.591403815172153
-7.957838,-8.793729,7.238450318894625
-8.390167,-9.152264,5.748692537323819
-8.1238985,-8.944631,9.326002580112965
-8.499238,-9.242611,11.293824083546117
-8.134421,-9.04573,6.774453059466232
-8.358491,-9.129719,8.598571533696788
-7.986249,-8.914529,6.637958466540998
-7.629411,-8.563995,8.46113486821566
-8.748312,-9.528571,6.705850752052217
-8.352078,-9.057833,8.812740745556333
-7.642065,-8.5806675,8.603672201939554
-7.519255,-8.427163,8.710455265845763
-8.414869,-9.224638,8.607025610754523
-8.869519,-9.6059675,7.377607518707595
-8.692308,-9.441058,5.058986291289234
-8.449271,-9.241922,7.228023613342787
-7.9367204,-8.8038025,11.324544128164487
-8.062351,-8.948545,8.69356214054066
-8.017354,-8.718436,11.90431278889992
-7.8845835,-8.704071,8.80587395557272
-8.61492,-9.368243,5.277036239677983
-8.1197195,-8.894762,8.606355240673203
-8.358779,-9.125318,6.085028465024789
-7.874438,-8.700003,11.69678349406879
-8.548117,-9.334681,7.238775774600494
-8.503482,-9.26821,5.906359624611409
-8.39767,-9.182638,10.324416991738783
-7.854874,-8.621722,10.555089293085064
-7.926324,-8.863587,8.668131306085701
-8.217649,-9.040704,7.34392453772414
-7.7582803,-8.637841,11.160334631019953
-8.76379,-9.587001,8.730058909428134
-7.767915,-8.598233,10.13654468458883
-8.667627,-9.461241,8.630447667935886
-7.735846,-8.663745,10.548783495848205
-8.798269,-9.526806,7.38912385418474
-8.149249,-9.01295,5.887241721545314
-8.630865,-9.372961,6.911142492523569
-8.2347555,-9.068541,10.476417055060772
-8.581298,-9.446756,7.110810428607106
-7.934258,-8.779036,11.694475462880433
-7.3293147,-8.242586,8.397365414867238
-9.159571,-9.79452,12.879088262585016
-8.546337,-9.235619,11.644957191424378
-7.6863065,-8.58838,11.249974674616581
-7.720445,-8.593048,8.61841328824509
-7.997029,-8.832396,11.129689356319815
-8.473479,-9.274689,7.255852827280336
-8.034713,-8.9491825,5.899990575409414
-7.6358757,-8.469404,10.449624281211127
-8.087893,-8.949582,11.465878670275409
-8.466675,-9.243543,6.727624813208769
-7.8640804,-8.771148,9.327414138898543
-8.4086685,-9.270031,8.763195242461656
-8.497689,-9.243993,4.949986937283491
-8.107662,-8.937148,10.554739125494608
-7.762336,-8.619628,8.27919324813455
-8.293645,-9.069503,8.786525576871835
-8.291644,-9.063637,12.25273169649537
-7.5623455,-8.454843,11.242594566083255
-8.22476,-9.04993,9.69413844132583
-7.8708806,-8.681083,8.634587188516877
-7.8740005,-8.681928,8.490727672928049
-8.546406,-9.344988,10.566270938294997
-7.722936,-8.547204,11.428575239454474
-8.281524,-9.105691,8.569900099948557
-8.0413065,-8.952298,8.509015571260326
-7.8789973,-8.736155,10.236794133558995
-8.216951,-9.082842,8.738327472605917
-7.8894,-8.706675,11.406178282470961
-8.166767,-8.926899,6.887091623247856
-7.623349,-8.435933,9.205537090975099
-8.148774,-8.983827,10.610635903946376
-8.091034,-8.853857,5.79153540308778
-8.386473,-9.234122,6.091656945505831
-8.695121,-9.448319,8.378052538201302
-8.711134,-9.559568,8.686023733925346
-7.714931,-8.657097,9.859521106212231
-8.050373,-8.967282,6.517123442636383
-7.737919,-8.571662,10.47211901410848
-7.8415885,-8.680456,11.100172361824196
-8.089036,-8.960159,8.717698821466142
-7.512643,-8.428146,11.3666226068853
-8.052012,-8.971101,8.384033490525985
-8.679045,-9.559237,5.45088634231784
-7.654951,-8.575951,10.302889421442469
-8.554429,-9.386434,4.955863851284295
-7.7563243,-8.703452,10.486426716849664
-7.848693,-8.644471,8.801075472558658
-7.6496463,-8.534946,10.555089293085064
-8.036329,-8.930552,8.691050160125936
-8.006515,-8.826669,7.24178693720628
-7.584477,-8.418117,10.461260092630244
-8.56355,-9.326864,5.820635943551358
-8.925473,-9.701236,6.668406067747834
-7.600914,-8.4964695,8.7995183838364
-8.473665,-9.28551,7.249432321058077
-7.789954,-8.623947,10.498453945432287
-8.487142,-9.251341,6.837431400273011
-7.822519,-8.764684,10.24089920591441
-8.728491,-9.477135,10.588179202834015
-7.898113,-8.81867,6.945918984505481
-8.5963545,-9.354834,6.724862189662783
-8.194766,-9.000761,8.370394629919348
-8.388038,-9.290249,7.1582863127372525
-7.639155,-8.472782,10.45995644010418
-8.184597,-9.026115,6.731766287711948
-8.047699,-8.944221,7.199036416812703
-8.063387,-8.934491,11.24078166154855
-7.653277,-8.555355,8.767503312929065
-8.16766,-9.002404,10.850281226884228
-8.413231,-9.163938,8.81610643752121
-8.166508,-8.99674,10.541060744004195
-8.063587,-8.916614,6.671879772133875
-8.414511,-9.231622,9.074047955965199
-8.084522,-9.029034,11.128526591468784
-8.631618,-9.439236,4.907355951704572
-8.585418,-9.304909,6.9351289635735975
-8.060941,-8.896411,10.655274402431514
-7.824727,-8.662145,11.622639678492206
-8.102421,-8.9305,8.710850374846839
-8.417576,-9.1970415,7.241298275151093
-8.311701,-9.144883,8.61975165174561
-8.570108,-9.32194,8.802113172578508
-7.7407975,-8.574492,10.46698505131821
-8.559739,-9.331627,6.4496480205058715
-8.366658,-9.118531,11.380670596863917
-8.078057,-8.94437,11.356768649029117
-8.019592,-8.9020195,8.5526049288441
-8.654509,-9.486252,7.215461304003327
-8.16726,-8.976482,8.57232804718195
-8.444971,-9.231597,6.8217276462683
-7.7207594,-8.627993,10.028249315960117
-8.073395,-8.948773,8.791856201063432
-8.347181,-9.105903,7.402538375398513
-7.959334,-8.768405,8.562744365661713
-8.088307,-8.965093,8.467311532250985
-7.7490544,-8.687943,10.511946322844638
-8.363127,-9.153486,8.708214480964667
-8.199753,-8.989424,8.789906412271828
-7.7137723,-8.547294,10.448857566132272
-7.3821073,-8.311008,10.283408294604591
-8.130275,-8.915362,8.640590914203463
-9.037421,-9.813754,6.698927915903124
-8.926713,-9.70536,6.824118785257253
-8.5259075,-9.352017,11.421305400750141
-7.874632,-8.684217,8.595347724358376
-7.9882283,-8.826781,11.066776533324711
-7.754829,-8.681654,8.694487058561446
-8.547904,-9.384425,11.6364364310077
-8.215477,-9.102201,8.4374694065408
-8.295963,-9.069878,11.817386729582033
-8.567322,-9.378625,8.703730080182133
-7.9304476,-8.861832,8.618279640038473
-8.092829,-8.953511,8.744095966678351
-7.9613395,-8.838316,10.314698384733898
-8.405383,-9.179081,6.55165321770668
-9.153203,-9.896664,4.834775518530659
-8.445576,-9.212188,6.89048294743951
-7.7749124,-8.656868,8.586203907859186
-8.382283,-9.202504,9.288930530618668
